대지위치,건물명,동_세부용도,연면적,호수,위도_user,경도_user
서울특별시 동대문구 장안동 381-1,우민에뜨와르오피스텔,업무시설 외2,13711.34,163,37.5689959,127.0684169
서울특별시 동대문구 장안동 381-14,한강팰리스,다세대주택 외 2,579.85,0,37.56831140000001,127.0678813
서울특별시 동대문구 장안동 381-3,한강 훼미리 주상복합 아파트,공동주택 외 2,12795.92,0,37.568601,127.0681658
서울특별시 동대문구 장안동 382-3,청명에버아트 1차,"오피스텔(주거용), 아파트",1813.39,8,37.5697949,127.0688424
서울특별시 동대문구 장안동 382-4,청명에버아트 2차,"오피스텔(주거용), 아파트",1607.15,8,37.5696485,127.0687363
서울특별시 동대문구 장안동 382-5,태솔아파트1차,"오피스텔, 아파트",7768.24,23,37.5694323,127.0686138
서울특별시 동대문구 장안동 383-10,태솔에버빌2차,업무시설및아파트,3720.7,12,37.5703853,127.0693095
서울특별시 동대문구 장안동 383-11,태솔에버빌3차,"업무시설, 아파트",3720.7,12,37.5705525,127.0694163
서울특별시 동대문구 장안동 384-8,이도SPACE,업무시설(오피스텔),2841.22,62,37.5708701,127.0697512
서울특별시 동대문구 장안동 413-5,JAX타워,"업무시설, 근린생활시설",5558.04,0,37.5627738,127.0589882
서울특별시 동대문구 장안동 415-1,양지 쉐르빌아파트,"아파트, 오피스텔",2676.85,8,37.5625796,127.0614125
서울특별시 동대문구 장안동 415-10,글로벌팰리스,"공동주택, 업무시설, 근린생활시설",3982.38,15,37.5622356,127.0619246
서울특별시 동대문구 장안동 415-10,글로벌팰리스,"업무시설, 공동주택, 근린생활시설",2143.14,24,37.5622356,127.0619246
서울특별시 동대문구 장안동 415-8,장안 보니타오피스텔,"업무시설(오피스텔),근린생활시설",5937.57,115,37.5621484,127.062533
서울특별시 동대문구 장안동 416-1,에스아이팰리스장안센텀,"공동주택,업무시설,근린생활시설",5679.885,47,37.56233040000001,127.0632425
서울특별시 동대문구 장안동 416-2,슈프림오피스텔,업무시설 외1,3810.78,76,37.5622706,127.063667
서울특별시 동대문구 장안동 416-3,신의 S 컬렉션,"오피스텔, 근린생활시설",4533.92,73,37.5622451,127.0638458
서울특별시 동대문구 장안동 417-10,베스트빌,"공동주택(아파트),업무시설(오피스텔)",1081.53,0,37.5631505,127.064252
서울특별시 동대문구 장안동 417-11,형인허브빌 102동,"아파트,오피스텔",2239.03,0,37.5633116,127.0643622
서울특별시 동대문구 장안동 417-2,샤론인텔리안,공동주택 및 업무시설(오피스텔),831.82,6,37.5634102,127.064646
서울특별시 동대문구 장안동 417-2,샤론인텔리안,공동주택 및 업무시설(오피스텔),924.92,6,37.5634102,127.064646
서울특별시 동대문구 장안동 417-3,형인허브빌 101동,"아파트,오피스텔,제1종근린생활시설",3630.12,0,37.5631778,127.0645785
서울특별시 동대문구 장안동 417-4,장안동2차 신부파스카빌,업무시설(오피스텔),2151.09,0,37.5629432,127.0644162
서울특별시 동대문구 장안동 417-5,포유존,"근린생활시설, 업무시설,  연립주택",3570.54,20,37.5625353,127.0641246
서울특별시 동대문구 장안동 418-3,힐하우스,공동주택(다세대주택-13세대)외 2,685.48,7,37.5628849,127.06306
서울특별시 동대문구 장안동 431-5,신부파스칼텔,업무시설 외2,4444.84,0,37.563478,127.0652198
서울특별시 동대문구 장안동 431-7,장안 루아르 오피스텔,"업무시설, 제2종근린생활시설",3352.18,80,37.5637389,127.0654666
서울특별시 동대문구 장안동 432-11,프라하임 장안1,"원룸형아파트,업무시설(오피스텔),제1종근린생활시설(소매점),제2종근린생활시설(사무소)",2027.85,5,37.5626216,127.064625
서울특별시 동대문구 장안동 432-12,장안솔렌시아6,"공동주택, 업무시설, 근생",1872.84,17,37.5627186,127.0646928
서울특별시 동대문구 장안동 464-3,양지빌딩,"업무시설, 근린생활시설",1371.76,31,37.56174439999999,127.0659451
서울특별시 동대문구 장안동 465-15,파히나 더 그로브,"업무시설,아파트,근린생활시설",3547.21,40,37.561417,127.0676484
서울특별시 동대문구 장안동 466-4,성우스타팰리스,"공동주택, 오피스텔, 근린생활시설",1717.96,16,37.5614041,127.0695613
서울특별시 동대문구 장안동 466-4,성우스타팰리스,"공동주택, 오피스텔, 근린생활시설",1348.47,15,37.5614041,127.0695613
서울특별시 동대문구 전농동 100-1,다스하우스,"업무시설, 공동주택",4361.56,134,37.5863292,127.0523921
서울특별시 동대문구 전농동 32-4,전농동하우스토리,"공동주택,업무시설,제1종근린생활시설,교육연구시설)",20155.498,98,37.5771726,127.0585552
서울특별시 동대문구 전농동 3-92,이도인빌딩,"근린생활시설,업무시설,다세대주택",992.35,19,37.5784069,127.067046
서울특별시 동대문구 전농동 597-11,전농동복합시설(청량리역DUO196),오피스텔,7370.88,141,37.582786,127.0489443
서울특별시 동대문구 전농동 597-5,리베르떼,"업무시설,공동주택(아파트),근린생활시설",2991.21,30,37.5831868,127.0494469
서울특별시 동대문구 전농동 601-2,에스앤제이프리미안,"업무시설,도시형생활주택",2944.45,78,37.5859542,127.0520296
서울특별시 동대문구 전농동 620-15,청량리역 우남SL타워300,"업무시설(오피스텔),제1,2종근린생활시설",22013.5922,397,37.579498,127.043996
서울특별시 동대문구 전농동 620-20,청량리 창보리버리치Ⅲ,"업무시설(오피스텔),근린생활시설",3289.3176,54,37.5794848,127.0437271
서울특별시 동대문구 전농동 620-27,청량리 창보리버리치 1차,"업무시설(오피스텔),근린생활시설",5699.24,88,37.5794597,127.0449158
서울특별시 동대문구 전농동 620-4,청량리 창보 리버리치2,"업무시설(오피스텔),근린생활시설",6479.03,132,37.5795843,127.0446174
서울특별시 동대문구 전농동 620-56,힐스테이트 청량리 더퍼스트,"업무시설(오피스텔),근린생활시설",22311.72,209,37.5792404,127.0435016
서울특별시 동대문구 전농동 620-6,청량리역 렉스프라임,"업무시설(오피스텔),근린생활시설",12212.39,335,37.5795392,127.0444345
서울특별시 동대문구 전농동 620-60,힐스테이트 청량리 더퍼스트,업무시설(오피스텔),20092.27,158,37.5786107,127.0437035
서울특별시 동대문구 전농동 620-60,힐스테이트 청량리 더퍼스트,업무시설(오피스텔),19966.5,157,37.5786107,127.0437035
서울특별시 동대문구 전농동 620-71,청량리더블유디세븐스,"오피스텔(52호), 근린생활시설(1호)",4369.71,53,37.5790397,127.043282
서울특별시 동대문구 전농동 648-6,신화빌딩,제2종근린생활시설외 2,1179.84,0,37.5753733,127.0473157
서울특별시 동대문구 제기동 1153-10,라이온스파스텔,"업무시설(오피스텔,근린생활시설)",1661.15,0,37.5822367,127.029985
서울특별시 동대문구 제기동 1158-40,어반넥서스,"아파트,업무시설,사무소",2908.65,12,37.5788095,127.0337072
서울특별시 동대문구 제기동 1158-48,제기동오피스텔(유니텔),업무시설(근린생활시설),3846.79,95,37.5789049,127.0339547
서울특별시 동대문구 제기동 1158-50,메트로폴 스위트,"업무시설(오피스텔),근린생활시설",7254.52,146,37.5785399,127.0334925
서울특별시 동대문구 제기동 146-19,한강뉴스타,"오피스텔, 다세대주택",986.24,6,37.58482,127.0318204
서울특별시 동대문구 제기동 146-28,안암아크로빌,"다세대주택, 업무시설(오피스텔), 근린생활시설",1167.08,9,37.5844445,127.0314962
서울특별시 동대문구 제기동 146-41,케이유글로벌 하우스 오피스텔,업무시설,1486.87,29,37.5843492,127.0314065
서울특별시 동대문구 제기동 705-7,에코시티,"오피스텔, 다세대주택",1248.96,12,37.5861446,127.038104
서울특별시 동대문구 청량리동 235-6,힐스테이트 청량리역,"업무시설(오피스텔),근린생활시설,공공업무시설",64523.5204,1130,37.5830343,127.0482259
서울특별시 동대문구 청량리동 2-6,에이플러스 청량,업무시설,1622.16,60,37.5870374,127.052226
서울특별시 동대문구 청량리동 675-0,포레스타,업무시설(오피스텔),3294.0,78,37.5834021,127.0439693
서울특별시 동대문구 회기동 60-111,회기동 에이치21,도시형생활주택,724.48,2,37.5916516,127.0491035
서울특별시 동대문구 회기동 60-143,건일오피스텔,사무소,1244.32,0,37.5913049,127.0491598
서울특별시 동대문구 회기동 60-145,M5,업무시설외 2,2505.62,35,37.591296,127.048878
서울특별시 동대문구 회기동 60-216,동일오피스텔 엠포,"업무시설,근린생활시설",808.06,0,37.5913849,127.0483209
서울특별시 동대문구 회기동 77-7,네스트스위트,"오피스텔, 도시형생활주택, 근린생활시설",3484.36,64,37.5896809,127.0549521
서울특별시 동대문구 휘경동 112-41,더좋은새마을금고,"근린생활시설, 업무시설",2022.52,40,37.5919516,127.0671191
서울특별시 동대문구 휘경동 183-125,민족통일빌딩,업무시설 외1,596.96,0,37.5906717,127.0579116
서울특별시 동대문구 휘경동 183-132,오스빌,"업무시설(오피스텔),제2종근린생활시설",976.47,9,37.5907525,127.0584355
서울특별시 동대문구 휘경동 183-147,렉스빌,업무시설(오피스텔) 외2,717.44,0,37.590697,127.0585623
서울특별시 동대문구 휘경동 183-186,휘경동칼라하우스,업무시설외 2,632.94,0,37.590792,127.05685
서울특별시 동대문구 휘경동 183-245,빌리원,오피스텔 외 3,3729.25,111,37.5912231,127.0569836
서울특별시 동대문구 휘경동 183-353,스페이스 에이치,"업무시설, 다세대주택, 근린생활시설",2077.562,63,37.5919215,127.0574913
서울특별시 동대문구 휘경동 187-5,유니브엠,오피스텔,2868.46,98,37.5922278,127.0577015
서울특별시 동대문구 휘경동 191-18,상주빌리지,공동주택,889.32,8,37.59032699999999,127.0582928
서울특별시 동대문구 휘경동 192-7,휘경내일연가,"공동주택,업무시설,근린생활시설",4007.14,20,37.5908712,127.061037
서울특별시 동대문구 휘경동 246-0,맥스타워,오피스텔,5463.12,99,37.5906984,127.0620522
서울특별시 동대문구 휘경동 258-0,리브인,"오피스텔, 다세대주택, 근린생활시설",1692.04,36,37.590672,127.0617241
서울특별시 동대문구 휘경동 258-0,리브인,"오피스텔, 다세대주택, 근린생활시설",1891.7,32,37.590672,127.0617241
서울특별시 동대문구 휘경동 258-0,리브인,"오피스텔, 다세대주택, 근린생활시설",1953.57,32,37.590672,127.0617241
서울특별시 동대문구 휘경동 266-6,프리미어 M 회기,"공동주택,업무시설,근린생활시설",7770.15,117,37.5899368,127.0594844
서울특별시 동대문구 휘경동 312-10,아크로이스,"오피스텔,도시형생활주택",991.93,15,37.588042,127.0562412
서울특별시 동대문구 휘경동 312-48,김제지평선장학숙,업무시설(오피스텔)외 1,1467.27,28,37.587609,127.0554756
서울특별시 동대문구 휘경동 317-11,리센스,"오피스텔(80호),도시형생활주택(28세대),근린생활시설(4호)",3159.2346,84,37.5887334,127.056821
서울특별시 동대문구 휘경동 319-39,오피스텔 창덕안,업무시설(오피스텔)외 1,6023.02,133,37.5896435,127.0572034
서울특별시 동대문구 휘경동 319-5,휘경동 코업레지던스,"업무시설,근린생활시설",3041.26,0,37.5895559,127.056465
서울특별시 동대문구 휘경동 322-2,회기역 더이스트팰리스,"업무시설(오피스텔),근린생활시설",7111.07,223,37.5903769,127.0566022
서울특별시 동대문구 휘경동 336-32,캠퍼스드림오피스텔,"도시형생활주택, 오피스텔",5434.92,52,37.5887714,127.0546496
서울특별시 동대문구 휘경동 336-7,회기역 에스메이트 오피스텔,업무시설(오피스텔),2398.7815,80,37.5885366,127.0543583
서울특별시 동대문구 휘경동 377-0,이문휘경 지웰에스테이트,오피스텔,4153.6748,140,37.5943485,127.0639647
서울특별시 동대문구 휘경동 75-6,휘경 에스하임,"연립주택 , 오피스텔",3920.88,65,37.5913048,127.0653138
서울특별시 동작구 노량진동 16-1,노량진 드림스퀘어 복합빌딩,"업무시설(오피스텔),판매시설,근린생활시설,운동시설",48661.6048,725,37.5143244,126.9393827
서울특별시 동작구 노량진동 194-3,백명트렌디타워,"교육연구시설,업무시설및근린생활시설",4289.53,0,37.5127392,126.9486263
서울특별시 동작구 노량진동 266-4,한강큐브스테이트,업무시설[오피스텔(116호) 및 근린생활시설(2호)],3817.46,118,37.512951,126.9348863
서울특별시 동작구 노량진동 267-6,노량진큐브스테이트,"제1,2종근린생활시설/오피스텔/도시형생활주택다세대주택",4840.16,99,37.5128657,126.9346234
서울특별시 동작구 노량진동 56-11,태영 오피스텔,"오피스텔,근린생활시설,다세대주택",1995.13,34,37.5126455,126.9413309
서울특별시 동작구 노량진동 56-23,다솔미가원룸,"근린생활시설,업무시설,다가구주택",858.02,0,37.5130835,126.9408855
서울특별시 동작구 노량진동 57-1,메가스터디타워,교육연구시설,47575.982,296,37.51281669999999,126.9416667
서울특별시 동작구 대방동 20-7,대방팰리스,오피스텔 및 단지형다세대주택,1684.57,10,37.509935,126.9316988
서울특별시 동작구 대방동 337-1,대방오피스텔,업무시설(오피스텔),1738.485,49,37.4991946,126.9290077
서울특별시 동작구 대방동 385-22,hik's HOME(?'s홈),업무시설(오피스텔),916.75,25,37.5049041,126.922583
서울특별시 동작구 대방동 394-11,대방주상복합빌딩,"오피스텔 및 다세대주택,근린생활시설",2446.57,22,37.4999703,126.9274171
서울특별시 동작구 대방동 394-25,원노블레스,업무시설(오피스텔),2126.1,33,37.5001489,126.9274002
서울특별시 동작구 대방동 394-26,리안,도시형생활주택,7112.28,105,37.5001551,126.9270633
서울특별시 동작구 대방동 394-4,제이타운,공동주택,1638.12,19,37.5001583,126.926788
서울특별시 동작구 대방동 396-23,대방동 396-23 업무시설 (주식회사보고켐),"업무시설 및 제1,2종 근린생활시설",1908.28,0,37.5000166,126.9246724
서울특별시 동작구 대방동 402-2,스타노블레스,"공동주택(도시형생활주택 소형주택) 및 업무시설(오피스텔), 제1종근린생활시설(소매점)",950.22,16,37.4996685,126.9233031
서울특별시 동작구 대방동 405-4,칸타빌레,업무시설(오피스텔) 및 도시형생활주택,2403.07,32,37.4995416,126.9273807
서울특별시 동작구 대방동 405-8,올리브 빌딩,도시형생활주택 및 근린생활시설,2995.16,30,37.4995618,126.9268537
서울특별시 동작구 사당동 1007-13,메종슈에뜨이수,업무시설(오피스텔),3368.04,61,37.4837256,126.9811384
서울특별시 동작구 사당동 1007-29,이수오피스텔,업무시설(오피스텔),319.44,15,37.4830527,126.9812788
서울특별시 동작구 사당동 1007-3,엘리지움,업무시설및근린생활시설,2810.2,54,37.4841997,126.9813126
서울특별시 동작구 사당동 1049-8,더원캐슬,"근생,업무시설 및 다세대주택",2591.79,37,37.4764858,126.9733137
서울특별시 동작구 사당동 182-2,리코하이빌,공동주택(다세대주택) 및 업무시설(오피스텔),858.63,4,37.4915995,126.9637667
서울특별시 동작구 사당동 182-3,STUDIO사당35,오피스텔(19호) 및 도시형생활주택(16세대),1379.22,19,37.491426,126.9638827
서울특별시 동작구 사당동 182-5,노블캐슬,"다세대주택,업무시설(오피스텔) 및 사무소",612.16,6,37.4912365,126.964072
서울특별시 동작구 사당동 183-1,노블하우스,공동주택(다세대주택),413.57,3,37.4911072,126.9641362
서울특별시 동작구 사당동 207-3,인더네이처,"근린생활시설,오피스텔및도시형생활시설(원룸형)",2376.81,32,37.4878066,126.967006
서울특별시 동작구 사당동 212-1,남성오피스텔,업무시설,1281.75,51,37.4869414,126.9671905
서울특별시 동작구 상도1동 519-1,더포레스트,업무시설(오피스텔-47호),1284.66,47,37.5064193,126.9504828
서울특별시 동작구 상도1동 522-0,상도 프라이드 522,업무시설(오피스텔),3499.15,96,37.506066,126.9503392
서울특별시 동작구 상도동 183-28,그린시티,"업무시설(오피스텔), 공동주택(다세대주택), 근린생활시설",966.12,22,37.503718,126.9384642
서울특별시 동작구 상도동 324-23,동양스마트빌,업무시설(오피스텔)및다세대주택(도시형),1079.349,14,37.4993153,126.9301207
서울특별시 동작구 상도동 324-41,상도동 324-41 제2종근린생활시설,"사무소,오피스텔,다중주택",509.62,10,37.4992642,126.9303096
서울특별시 동작구 상도동 324-66,Luce Foret,오피스텔 및 다세대주택,1312.37,12,37.4995271,126.9308667
서울특별시 동작구 상도동 463-6,성일빌딩,제1종근린생활시설(의원),665.94,1,37.4991081,126.9515463
서울특별시 동작구 상도동 509-1,대상 오피스텔,"근린생활시설,업무시설(오피스텔)",1070.37,0,37.4945821,126.9603932
서울특별시 동작구 신대방동 342-10,J WON,다세대주택(도시형생활주택),983.938,12,37.4968898,126.9281414
서울특별시 동작구 신대방동 342-15,디앤씨타워,업무시설(오피스텔)및공동주택(다세대주택),1152.27,16,37.497003,126.9281917
서울특별시 동작구 신대방동 686-48,동작 협성휴포레 시그니처,업무시설(오피스텔),2513.0716,57,37.4862684,126.9053069
서울특별시 동작구 신대방동 698-0,신라스테이해링턴타워,업무시설(오피스텔),7231.82,163,37.485579,126.9044763
서울특별시 동작구 신대방동 719-0,동작상떼빌,"업무시설,판매시설,제1.2종근린생활시설",54252.98,299,37.4875212,126.9068467
서울특별시 동작구 신대방동 719-0,동작상떼빌,"업무시설,판매시설,제1·2종근린생활시설",24358.54,299,37.4875212,126.9068467
서울특별시 마포구 공덕동 108-65,블레스하임-ll,"업무시설(오피스텔), 근린생활시설",3980.65,100,37.5486498,126.9597886
서울특별시 마포구 공덕동 111-106,블레스하임 3차,"업무시설(오피스텔),근린생활시설",5316.84,122,37.548129,126.9593344
서울특별시 마포구 공덕동 111-201,벨로하우스 공덕,"업무시설(오피스텔),다세대주택",2346.75,29,37.547912,126.9589809
서울특별시 마포구 공덕동 115-45,공덕 시티하우스,업무시설 및 다세대주택,2762.06,45,37.5479139,126.9584038
서울특별시 마포구 공덕동 12-98,공덕오피스타,업무시설,3147.92,100,37.5494477,126.9604551
서울특별시 마포구 공덕동 16-10,에스테반 오피스텔,업무시설(오피스텔),2007.01,66,37.5490417,126.959463
서울특별시 마포구 공덕동 17-17,아르떼 제나우스,업무시설(오피스텔),4969.021,108,37.5493904,126.9596998
서울특별시 마포구 공덕동 17-67,헤이븐 오피스텔,"업무시설(오피스텔), 다세대주택, 노인복지시설",3427.517,84,37.5491378,126.9596775
서울특별시 마포구 공덕동 26-4,대성힐스오피스텔,업무시설(오피스텔),2731.041,87,37.5498493,126.9601531
서울특별시 마포구 공덕동 26-7,백상프로포즈오피스텔,"오피스텔,제1종근린생활시설",4629.86,62,37.5496922,126.9601217
서울특별시 마포구 공덕동 27-4,DK빌딩,"업무시설(사무소,오피스텔)",2637.44,37,37.5498091,126.9607564
서울특별시 마포구 공덕동 29-5,미네뜨오피스텔,업무시설,2800.19,0,37.5500733,126.9603464
서울특별시 마포구 공덕동 30-10,솔리스타,업무시설(오피스텔) 및 공동주택(아파트-도시형생활주택 원룸형),4378.08,88,37.550287,126.9604963
서울특별시 마포구 공덕동 31-1,YD레지던스,제1.2종근린생활시설 및 업무시설,2479.38,48,37.5508927,126.9612266
서울특별시 마포구 공덕동 404-0,풍림브이아이피텔,"근린생활시설, 업무시설(오피스텔)",30376.72,0,37.5462279,126.9521688
서울특별시 마포구 공덕동 461-0,마포 신영 지웰,"오피스텔,근린생활시설",24441.45,441,37.5438921,126.9500829
서울특별시 마포구 공덕동 462-0,마포공덕파크팰리스Ⅱ,"공동주택(아파트),업무시설(오피스텔,사무소),근린생활시설",25553.62,170,37.5474565,126.9530591
서울특별시 마포구 공덕동 463-0,마포현대하이엘,업무시설(오피스텔)외3,47792.04,0,37.5498132,126.954399
서울특별시 마포구 공덕동 467-0,롯데캐슬 프레지던트,"업무시설,공동주택,숙박시설,판매시설,근린생활시설",153615.331,0,37.544931,126.9505963
서울특별시 마포구 공덕동 475-0,공덕푸르지오시티,"업무시설(오피스텔),근린생활시설",34776.86,526,37.5478076,126.9542939
서울특별시 마포구 노고산동 106-5,아이바타워,"업무시설(오피스텔),근린생활시설, 교육연구시설",7979.29,82,37.5540588,126.9356975
서울특별시 마포구 노고산동 107-17,우정마샹스 오피스텔,"업무시설(오피스텔), 근린생활시설 및 운동시설",16787.93,0,37.554087,126.936773
서울특별시 마포구 노고산동 107-75,동원,업무시설(오피스텔),503.91,0,37.5521198,126.9364938
서울특별시 마포구 노고산동 107-82,고산빌딩,업무시설(오피스텔),509.13,14,37.5518981,126.936435
서울특별시 마포구 노고산동 1-21,신촌 G&P NINE,"업무시설(오피스텔), 다세대주택, 근린생활시설",2614.25,35,37.5561713,126.941292
서울특별시 마포구 노고산동 1-25,신촌다올노블리움,"아파트(도시형생활주택원룸형), 업무시설, 근린생활시설",2932.83,44,37.5560495,126.9409631
서울특별시 마포구 노고산동 54-13,더신촌힐,"업무시설(오피스텔), 근린생활시설",1119.6,38,37.5551795,126.9339708
서울특별시 마포구 노고산동 54-17,신촌피엘에이,"다세대주택,업무시설(오피스텔),근린생활시설",1124.79,13,37.5553546,126.9340427
서울특별시 마포구 노고산동 54-21,라이프빌딩,"다세대주택(도시형생활주택원룸형), 업무시설(오피스텔), 근린생활시설",1271.87,15,37.5554171,126.9338128
서울특별시 마포구 노고산동 54-47,광명빌,업무시설(오피스텔) 및 제1종근린생활시설,500.45,14,37.5549991,126.93322
서울특별시 마포구 노고산동 54-88,샬롬오피스텔,업무시설 및 단독주택,581.76,21,37.5547399,126.9340062
서울특별시 마포구 노고산동 54-98,정호 오피스텔,업무시설 및 제1종근린생활시설,972.99,38,37.554876,126.9338328
서울특별시 마포구 노고산동 56-16,스테이하이 오피스텔,"업무시설(오피스텔), 근린생활시설",2781.7,87,37.5546579,126.9337245
서울특별시 마포구 노고산동 56-52,다손오피스텔,업무시설(오피스텔),1673.66,53,37.5543131,126.9331683
서울특별시 마포구 노고산동 56-54,에스빌,업무시설(오피스텔),1678.44,50,37.5541633,126.9332827
서울특별시 마포구 노고산동 56-64,정호오피스텔,"업무시설,제1종근린생활시설",461.4,17,37.5540029,126.9334863
서울특별시 마포구 노고산동 56-70,아인스오피스텔,업무시설(오피스텔),594.39,0,37.5538821,126.9336326
서울특별시 마포구 노고산동 56-74,맹그로브 신촌,"아파트(도시형생활주택 원룸형), 업무시설(오피스텔),근린생활시설",13345.4,37,37.5539651,126.9339392
서울특별시 마포구 노고산동 57-18,신촌르·메이에르타운(I),"업무시설, 근린생활시설, 위락시설",7430.9,157,37.55487249999999,126.9354086
서울특별시 마포구 노고산동 57-26,신촌센트럴코업레지던스,가족호텔,12883.04,39,37.5546234,126.9355715
서울특별시 마포구 노고산동 57-46,신촌아이스페이스오피스텔,"업무시설, 근린생활시설, 위락시설",6478.86,90,37.5543918,126.9349398
서울특별시 마포구 노고산동 57-50,에피소드 신촌 369,"업무시설(오피스텔), 근린생활시설",21952.93,369,37.5541234,126.9347524
서울특별시 마포구 대흥동 12-27,이대역 푸르지오 시티,"업무시설(오피스텔),근린생활시설,교육연구시설",27079.99,400,37.5563726,126.9442794
서울특별시 마포구 대흥동 18-1,베스텔,업무시설(오피스텔),2172.77,0,37.5541636,126.9455646
서울특별시 마포구 대흥동 260-0,원흥빌딩,"제1,2종근린생활시설,오피스텔",1710.284,24,37.5473608,126.9424347
서울특별시 마포구 대흥동 3-32,골드오피스텔,업무시설(오피스텔),1013.77,26,37.5548388,126.9461679
서울특별시 마포구 대흥동 50-10,세헌오피스텔,"근린생활시설,오피스텔",947.82,0,37.548946,126.9431354
서울특별시 마포구 도화동 553-0,마스터즈타워,"업무시설,운동시설, 제1,2종근린생활시설",27021.11,218,37.5429779,126.9493586
서울특별시 마포구 도화동 555-0,마포 한화 오벨리스크,"아파트,오피스텔,근린생활시설,운동시설",120641.28,0,37.54003970000001,126.9454707
서울특별시 마포구 도화동 556-0,에스케이허브그린,업무시설(오피스텔),34388.04,0,37.5423977,126.9489678
서울특별시 마포구 도화동 559-0,마포트라팰리스,업무시설(오피스텔)외4,117146.26,0,37.54144,126.9472233
서울특별시 마포구 도화동 560-0,마포태영데시앙루브,"업무시설(오피스텔),근린생활시설,교육연구시설, 운동시설",30292.79,0,37.5429672,126.9478554
서울특별시 마포구 도화동 571-0,나눔빌딩,"업무시설,근린생활시설,판매시설",26953.72,406,37.5417745,126.9502564
서울특별시 마포구 도화동 573-0,에비뉴 67,"숙박시설,업무시설,근린생활시설,문화및집회시설",29066.19,109,37.5418134,126.9482837
서울특별시 마포구 동교동 155-27,효성홍익인간오피스텔,"업무시설(오피스텔),근린생활시설",24760.92,337,37.5583965,126.9251195
서울특별시 마포구 동교동 156-2,마젤란21 오피스텔,"업무시설, 제1종근린생활시설, 제2종근린생활시설",14000.38,210,37.5577543,126.924381
서울특별시 마포구 동교동 159-6,파라다이스텔,"업무시설,제1종근린생활시설",15151.44,250,37.5566855,126.9229417
서울특별시 마포구 동교동 165-8,LG팰리스빌딩,"업무시설, 제1,2종근린생활시설, 교육연구및복지시설, 판매시설",53359.79,481,37.5560787,126.9234503
서울특별시 마포구 동교동 183-9,더프라임,"업무시설(오피스텔),근린생활시설",881.01,20,37.5567544,126.9309246
서울특별시 마포구 동교동 184-22,동교동 와우재,"업무시설,제1종근린생활시설, 단독주택",825.55,19,37.5563513,126.9315128
서울특별시 마포구 마포동 350-0,강변한신코아,"근린생활시설, 아파트, 오피스텔",34439.73,348,37.5362976,126.9439291
서울특별시 마포구 상수동 141-1,BR엘리텔,"업무시설,근린생활시설",13362.96,0,37.5479852,126.9248135
서울특별시 마포구 상수동 143-21,원덕빌,"업무시설(오피스텔),근린생활시설",2913.06,0,37.5479534,126.9243394
서울특별시 마포구 상수동 157-1,세방글로벌시티,"업무시설,오피스텔,근린생활시설,금융업소",10316.78,0,37.547371,126.9248081
서울특별시 마포구 상수동 317-4,상수동 오피스텔,업무시설(오피스텔),1324.69,0,37.5480896,126.9208486
서울특별시 마포구 상수동 330-10,초이스빌 오피스텔,"업무시설, 제2종근린생활시설",1206.04,0,37.5468051,126.9231819
서울특별시 마포구 상수동 339-15,오벨리스크,오피스텔,1469.68,40,37.5449051,126.9223701
서울특별시 마포구 상수동 345-3,제이캐슬레지던스,"업무시설,오피스텔/근린생활시설",3859.44,98,37.5455356,126.9231724
서울특별시 마포구 상수동 354-23,동광리버하임,업무시설(오피스텔),1799.1,14,37.54493890000001,126.9250441
서울특별시 마포구 상수동 93-45,로하스타워,"제1,2종근린생활시설(오피스텔,근린생활시설,운동시설),의료시설",21667.37,0,37.5485295,126.9234187
서울특별시 마포구 상수동 93-89,상수 아뜨리에,"업무시설(오피스텔),근린생활시설",4655.26,117,37.5489633,126.9226304
서울특별시 마포구 상암동 1293-0,태림펜트윈,"업무시설(오피스텔),근린생활시설,다세대주택(도시형생활주택단지형), 운동시설",3668.54,53,37.5770021,126.8969466
서울특별시 마포구 상암동 1596-0,"상암DMC푸르지오시티, S-City","업무시설(오피스텔,사무소),판매시설,문화및집회시설,근린생활시설",98469.36,916,37.5819653,126.8892157
서울특별시 마포구 상암동 1597-0,사보이시티디엠씨,"업무시설(오피스텔),업무시설(사무소),판매시설,근린생활시설,운동시설",39175.31,507,37.5813283,126.888557
서울특별시 마포구 상암동 1653-0,DMC 이안상암2단지,"업무시설,근린생활시설,교육연구시설",58968.82,0,37.5770713,126.8913808
서울특별시 마포구 상암동 1654-0,DMC 이안상암1단지,"업무시설,제1,2종근린생활시설",40494.84,0,37.57754000000001,126.89062
서울특별시 마포구 상암동 1734-0,상암 한화 오벨리스크,"업무시설(오피스텔,사무소)",40364.17,899,37.5870983,126.8833181
서울특별시 마포구 상암동 1748-0,상암 오벨리스크 2차,"업무시설(오피스텔,사무소)",35099.6,733,37.5833758,126.8808867
서울특별시 마포구 서교동 338-39,eG PLUS 오피스텔,"업무시설(오피스텔), 교육연구시설, 근린생활시설",2740.06,0,37.5536267,126.9263948
서울특별시 마포구 서교동 353-1,서교타워,"업무시설, 근린생활시설, 오피스텔",14995.49,169,37.5553054,126.92098
서울특별시 마포구 서교동 353-5,경남관광빌딩,"업무시설, 제1종근린생활시설, 운동시설",5028.93,0,37.5547266,126.9202912
서울특별시 마포구 서교동 354-9,노벨리아 서교,"업무시설(오피스텔),근린생활시설",4883.6057,115,37.5539271,126.920763
