대지위치,건물명,동_세부용도,연면적,호수,위도_user,경도_user
서울특별시 금천구 가산동 235-81,대동리버파크빌,"공동주택, 업무시설",1046.68,12,37.472693,126.8911477
서울특별시 금천구 가산동 235-84,신현빌A동,오피스텔,1261.92,26,37.4732281,126.8915507
서울특별시 금천구 가산동 236-10,명남더블레스,근생/오피스텔 및 도시형생활주택,1486.14,29,37.4737318,126.8909874
서울특별시 금천구 가산동 236-10,명남더블레스,오피스텔 및 도시형생활주택,1269.32,28,37.4737318,126.8909874
서울특별시 금천구 가산동 236-5,유원블리스가산,오피스텔 및 다세대주택,2375.04,48,37.4740331,126.8916486
서울특별시 금천구 가산동 237-105,우송쉐르빌,"도시형생활주택, 오피스텔",635.74,3,37.4734219,126.8903293
서울특별시 금천구 가산동 237-13,제이엠팰리스,"도시형생활주택-(단지형다세대주택), 업무시설(오피스텔)",670.4,6,37.4733439,126.8894251
서울특별시 금천구 가산동 237-16,동아오피스텔,업무시설(오피스텔),1709.37,58,37.4733613,126.8892125
서울특별시 금천구 가산동 237-35,A클레스,"공동주택, 업무시설",1113.62,4,37.47321240000001,126.8904087
서울특별시 금천구 가산동 237-37,비에스힐즈-1,도시형생활주택(단지형다세대)및업무시설(오피스텔),1087.845,6,37.4730928,126.8903008
서울특별시 금천구 가산동 237-50,세교예지안 7차,"공동주택,업무시설",1019.48,8,37.4726323,126.8901569
서울특별시 금천구 가산동 237-8,킹캐슬2차,업무시설,2029.91,63,37.473551,126.8894905
서울특별시 금천구 가산동 237-9,공간오피스텔,업무시설(오피스텔),931.78,0,37.4734512,126.8893351
서울특별시 금천구 가산동 237-96,비에스힐즈-2,"오피스텔, 도시형생활주택",954.125,3,37.47247309999999,126.8891611
서울특별시 금천구 가산동 238-104,비엘하우스 104,오피스텔,4921.76,42,37.4733785,126.8867514
서울특별시 금천구 가산동 238-105,S-클레스 101동,공동주택(업무시설/도시형생활주택(16세대)),615.99,1,37.472258,126.8881947
서울특별시 금천구 가산동 238-11,예다지,"공동주택(다세대주택),업무시설(오피스텔)",1970.55,20,37.472444,126.8881803
서울특별시 금천구 가산동 238-24,밀레니엄빌,"공동주택, 업무시설",479.3,2,37.4722428,126.88882
서울특별시 금천구 가산동 238-28,S-클래스 102동,"공동주택(도시형생활주택), 업무시설",629.97,1,37.4722745,126.8883507
서울특별시 금천구 가산동 238-35,미림A-클래스,"공동주택,업무시설",919.46,8,37.4720784,126.8889993
서울특별시 금천구 가산동 238-43,더빌딩파크빌,공동주택,793.38,4,37.4721468,126.8878061
서울특별시 금천구 가산동 238-50,킹캐슬7차,오피스텔,2316.81,74,37.4724911,126.887322
서울특별시 금천구 가산동 238-55,세움아트빌3차 A동,"공동주택, 업무시설",647.2,4,37.472854,126.8874192
서울특별시 금천구 가산동 238-59,세움아트빌3차 B동,"공동주택,업무시설",540.76,6,37.47272,126.8872915
서울특별시 금천구 가산동 238-66,하늘채빌라,"공동주택, 업무시설",599.2,4,37.4726825,126.8871439
서울특별시 금천구 가산동 238-73,헤렌하우스,"공동주택,업무시설",568.54,3,37.4729669,126.8870198
서울특별시 금천구 가산동 238-87,UCL,"업무시설(오피스텔, 도시형생활주택)",1717.49,24,37.4733713,126.8873225
서울특별시 금천구 가산동 238-97,동부에이스,"공동주택, 업무시설",582.75,4,37.4725115,126.8878339
서울특별시 금천구 가산동 239-2,원평빌라트(6차),"오피스텔, 다세대주택",1041.99,12,37.4741219,126.8873233
서울특별시 금천구 가산동 239-22,원평아파트,"아파트, 근린생활시설, 업무시설(오피스텔)",2385.33,9,37.4739812,126.8871465
서울특별시 금천구 가산동 239-4,엘아르베뉴,오피스텔,4404.5422,65,37.4742785,126.8869564
서울특별시 금천구 가산동 239-4,엘아르베뉴,오피스텔,4376.9322,64,37.4742785,126.8869564
서울특별시 금천구 가산동 326-4,가산 시빅,업무시설(오피스텔),36447.8814,378,37.4707952,126.8865945
서울특별시 금천구 가산동 494-4,서울 디지털 드림타운,"업무시설(오피스텔),제1,2종근린생활시설",23616.37,401,37.4819922,126.8761362
서울특별시 금천구 가산동 505-3,쥬빌리12차,오피스텔,3358.3642,52,37.4856746,126.8795963
서울특별시 금천구 가산동 505-3,쥬빌리12차,오피스텔,3471.1725,52,37.4856746,126.8795963
서울특별시 금천구 가산동 535-156,이지크라운,업무시설(오피스텔),2430.93,50,37.482055,126.8753795
서울특별시 금천구 가산동 535-158,트윈오피스텔,업무시설(오피스텔),2898.45,127,37.4817952,126.8752162
서울특별시 금천구 가산동 535-55,가산유미어스오피스텔,오피스텔,4594.82,170,37.4817931,126.8756069
서울특별시 금천구 가산동 535-55,가산유미어스오피스텔,오피스텔,4493.36,168,37.4817931,126.8756069
서울특별시 금천구 가산동 535-7,G밸리 하우스디 어반,"업무시설(오피스텔),제1,2종근린생활시설",30283.9856,600,37.48395379999999,126.8750857
서울특별시 금천구 가산동 547-56,몽삐에뜨,"공동주택,업무시설",938.68,9,37.4781281,126.8773153
서울특별시 금천구 가산동 547-78,더센티아,오피스텔 및 도시형생활주택,2584.87,47,37.4784748,126.8768301
서울특별시 금천구 가산동 550-17,가산 미소지움,"업무시설,근린생활시설",17093.17,417,37.4762351,126.8787095
서울특별시 금천구 가산동 775-0,한국후지필름 복합주거시설,"공동주택, 업무시설",25375.64,110,37.4850156,126.8802134
서울특별시 금천구 가산동 776-0,가산대명벨리온,업무시설,24993.23,592,37.4784197,126.877795
서울특별시 금천구 독산동 1000-5,아크로타워Ⅱ,오피스텔,2393.8,79,37.4689258,126.8887846
서울특별시 금천구 독산동 1003-19,블라썸시티,업무시설,2378.2,70,37.4659005,126.890092
서울특별시 금천구 독산동 1004-11,TERRASIUM,오피스텔(72호) 및 근린생활시설(2호),2315.47,74,37.4650486,126.890874
서울특별시 금천구 독산동 1004-13,명남더블레스,"오피스텔, 제1종근린생활시설(소매점)",3712.63,151,37.4650626,126.8904071
서울특별시 금천구 독산동 1004-8,독산리젠트빌,업무시설,1573.97,29,37.465055,126.8914089
서울특별시 금천구 독산동 1005-1,독산 보세쥬르,오피스텔,1959.607,52,37.4645848,126.8923779
서울특별시 금천구 독산동 1005-1,독산 보세쥬르,오피스텔,3983.694,104,37.4645848,126.8923779
서울특별시 금천구 독산동 1005-4,가산글로벌퍼스트,업무시설,1408.42,34,37.4643485,126.8929513
서울특별시 금천구 독산동 1005-4,가산글로벌퍼스트,업무시설,1333.26,32,37.4643485,126.8929513
서울특별시 금천구 독산동 1006-110,스위트홈,"공동주택(도시형생활주택),업무시설(오피스텔)",528.62,2,37.4649718,126.8937285
서울특별시 금천구 독산동 1006-115,중앙하이빌,다세대주택(도시형생활주택),423.49,2,37.46503,126.8933431
서울특별시 금천구 독산동 1006-115,중앙하이빌,다세대주택(도시형생활주택),677.18,2,37.46503,126.8933431
서울특별시 금천구 독산동 1006-116,서래타운,"다세대주택(12세대), 오피스텔(4호)",626.16,4,37.4651284,126.8931634
서울특별시 금천구 독산동 1006-116,서래타운,"다세대주택(12세대), 오피스텔(4호)",606.26,4,37.4651284,126.8931634
서울특별시 금천구 독산동 1006-118,빌인사이드파크1,공동주택,260.97,1,37.4653192,126.8932237
서울특별시 금천구 독산동 1006-12,플로체,"다세대주택(16세대), 오피스텔(8호)",872.94,8,37.4661051,126.8931266
서울특별시 금천구 독산동 1006-124,더시크릿독산,업무시설 및 공동주택,1185.88,17,37.4652786,126.8928459
서울특별시 금천구 독산동 1006-13,프라임51,다세대주택 및 오피스텔,833.77,8,37.4662514,126.8930121
서울특별시 금천구 독산동 1006-138,프리미엄캐슬1,업무시설 및 공동주택,840.65,5,37.4650161,126.892842
서울특별시 금천구 독산동 1006-143,서전하우스,"다세대주택(도시형생활주택-소형주택), 업무시설(오피스텔)",976.9,10,37.4646677,126.8935427
서울특별시 금천구 독산동 1006-158,월드빌1차,"공동주택,업무시설,근린생활시설",527.64,4,37.4648785,126.8937188
서울특별시 금천구 독산동 1006-163,애경마인드,"공동주택, 업무시설",596.68,4,37.4660574,126.8945465
서울특별시 금천구 독산동 1006-168,세움아트빌2차,"공동주택,업무시설",503.11,4,37.4651141,126.8937763
서울특별시 금천구 독산동 1006-171,다올,"업무시설(오피스텔), 단독주택",417.43,9,37.4658768,126.8933649
서울특별시 금천구 독산동 1006-183,후암타운,"업무시설(오피스텔),도시형생활주택(단지형다세대-16세대)",1620.62,12,37.4654119,126.8946477
서울특별시 금천구 독산동 1006-203,호성빌리지,공동주택(도시형생활주택)/업무시설(오피스텔),415.67,2,37.4660062,126.8926444
서울특별시 금천구 독산동 1006-204,문정아트빌B동,"공동주택(도시형생활주택),업무시설(오피스텔)",847.46,2,37.4652292,126.8946069
서울특별시 금천구 독산동 1006-3,미림A클래스,업무시설(오피스텔),1905.88,60,37.4661393,126.8922917
서울특별시 금천구 독산동 1006-35,몽삐에뜨2차,"오피스텔(18호), 다세대주택(18세대)",1450.08,18,37.4658541,126.8940403
서울특별시 금천구 독산동 1006-52,프리미엄캐슬2,업무및다세대주택,897.61,5,37.4655016,126.8938723
서울특별시 금천구 독산동 1006-64,현대힐타운,"다세대주택, 오피스텔",982.58,8,37.4655644,126.89422
서울특별시 금천구 독산동 1006-78,문정아트빌A동,"공동주택(도시형생활주택),업무시설(오피스텔)",735.36,2,37.4652449,126.8948649
서울특별시 금천구 독산동 1006-9,우진빌,"단지형다세대주택, 오피스텔",498.66,2,37.4659576,126.8927512
서울특별시 금천구 독산동 1006-91,예지다움91차,"공동주택(다세대주택-도시형생활주택),업무시설(오피스텔)",1063.66,4,37.4649878,126.8951126
서울특별시 금천구 독산동 1006-91,예지다움91차,"공동주택(다세대주택-도시형생활주택),업무시설(오피스텔)",1059.18,4,37.4649878,126.8951126
서울특별시 금천구 독산동 1006-91,예지다움91차,"공동주택(다세대주택-도시형생활주택),업무시설(오피스텔)",1189.4,6,37.4649878,126.8951126
서울특별시 금천구 독산동 1006-97,신독산역 갤러리 휴리움,업무시설,5147.647,120,37.4645011,126.8943004
서울특별시 금천구 독산동 1006-97,신독산역 갤러리 휴리움,업무시설,2587.563,45,37.4645011,126.8943004
서울특별시 금천구 독산동 1007-13,e편한세상 독산 더타워,업무시설(오피스텔),18550.5952,427,37.4658339,126.8963104
서울특별시 금천구 독산동 1007-4,루나플라체,업무시설(오피스텔),2021.76,44,37.4660738,126.8957438
서울특별시 금천구 독산동 1007-4,루나플라체,업무시설(오피스텔),1679.96,44,37.4660738,126.8957438
서울특별시 금천구 독산동 1008-11,상떼빌 신독산역,"오피스텔(99호),단지형연립주택(40세대),근린생활시설(12호)",7113.1,111,37.465438,126.8968867
서울특별시 금천구 독산동 1009-100,대동리버파크빌,"공동주택, 업무시설",1322.18,12,37.4651078,126.8957878
서울특별시 금천구 독산동 1009-34,금천신협빌딩,"업무시설(오피스텔, 근린생활시설, 도시형생활주택,사회복지시설)",3704.16,42,37.4645379,126.8970384
서울특별시 금천구 독산동 1009-60,후암타운 101동,"공동주택, 업무시설",1278.67,8,37.4644449,126.8962391
서울특별시 금천구 독산동 1009-61,팔레스타운,"공동주택,업무시설",887.75,3,37.4642888,126.8962514
서울특별시 금천구 독산동 1009-64,SKY,"공동주택,업무시설",1116.34,4,37.464276,126.8965074
서울특별시 금천구 독산동 1009-64,SKY,"공동주택,업무시설",1252.88,8,37.464276,126.8965074
서울특별시 금천구 독산동 1009-75,에이엔캐슬,다세대주택,1363.21,8,37.4640763,126.8968765
서울특별시 금천구 독산동 1009-75,에이엔캐슬,다세대주택,1110.38,4,37.4640763,126.8968765
서울특별시 금천구 독산동 1009-8,후암타운,"업무시설,공동주택",1919.92,20,37.464386,126.8957838
서울특별시 금천구 독산동 1009-8,후암타운,"업무시설,공동주택",1416.93,10,37.464386,126.8957838
서울특별시 금천구 독산동 1011-2,정우펠리스,"도시형생활주택,업무시설,제1종근린생활시설",738.36,6,37.4638559,126.8965238
서울특별시 금천구 독산동 1011-2,정우펠리스,"도시형생활주택, 업무시설",1062.06,4,37.4638559,126.8965238
서울특별시 금천구 독산동 1011-7,아델캐슬,"공동주택, 업무시설",870.85,3,37.4636081,126.8964954
서울특별시 금천구 독산동 1011-9,더 스테이블(The Stable),"오피스텔, 다세대주택",1409.24,15,37.463766,126.8966922
서울특별시 금천구 독산동 1012-12,SD 아크로타워,"업무시설,근린생활시설,다세대주택",2653.75,36,37.4684311,126.8986419
서울특별시 금천구 독산동 1023-1,서래타운,"공동주택, 업무시설, 근린생활시설",975.33,5,37.4676012,126.9016239
서울특별시 금천구 독산동 1023-1,서래타운,"공동주택, 업무시설",1288.75,8,37.4676012,126.9016239
서울특별시 금천구 독산동 1023-1,서래타운,"공동주택, 업무시설, 근린생활시설",1371.35,9,37.4676012,126.9016239
서울특별시 금천구 독산동 1023-4,명성팰리스,"도시형생활주택-단지형다세대(16세대),오피스텔(12호),근린생활시설(2호)",1621.25,15,37.4673227,126.9015728
서울특별시 금천구 독산동 1031-14,리벤하임써밋,"공동주택(다세대주택),제1,2종근린생활시설,업무시설(오피스텔)",1337.33,22,37.4653414,126.8983803
